gene,gene.name,reliability,adrenal.gland.cells.in.zona.fasciculata,adrenal.gland.cells.in.zona.glomerulosa,adrenal.gland.cells.in.zona.reticularis,adrenal.gland.glandular.cells,adrenal.gland.medullary.cells,appendix.glandular.cells,appendix.lymphoid.tissue,bone.marrow.hematopoietic.cells,breast.adipocytes,breast.glandular.cells,breast.myoepithelial.cells,bronchus.respiratory.epithelial.cells,caudate.glial.cells,caudate.neuronal.cells,cerebellum.cells.in.granular.layer,cerebellum.cells.in.molecular.layer,cerebellum.Purkinje.cells,cerebral.cortex.endothelial.cells,cerebral.cortex.glial.cells,cerebral.cortex.neuronal.cells,cerebral.cortex.neuropil,cerebral.cortex.processes/nerve.bundles,cervix..uterine.glandular.cells,cervix..uterine.squamous.epithelial.cells,colon.endothelial.cells,colon.glandular.cells,colon.peripheral.nerve/ganglion,duodenum.glandular.cells,endometrium.1.cells.in.endometrial.stroma,endometrium.1.glandular.cells,endometrium.2.cells.in.endometrial.stroma,endometrium.2.glandular.cells,epididymis.glandular.cells,esophagus.squamous.epithelial.cells,eye.lens,fallopian.tube.glandular.cells,gallbladder.glandular.cells,hair.cells.in.cortex/medulla,hair.cells.in.cuticle,hair.cells.in.external.root.sheath,hair.cells.in.internal.root.sheath,heart.muscle.myocytes,hippocampus.glial.cells,hippocampus.neuronal.cells,hippocampus.processes/nerve.bundles,hypothalamus.glial.cells,hypothalamus.neuronal.cells,hypothalamus.processes/nerve.bundles,kidney.cells.in.glomeruli,kidney.cells.in.tubules,lactating.breast.ductal.cells,lactating.breast.lactating.glandular.cells,liver.bile.duct.cells,liver.hepatocytes,lung.macrophages,lung.pneumocytes,lymph.node.germinal.center.cells,lymph.node.non-germinal.center.cells,nasopharynx.respiratory.epithelial.cells,oral.mucosa.squamous.epithelial.cells,ovary.follicle.cells,ovary.ovarian.stroma.cells,pancreas.exocrine.glandular.cells,pancreas.islets.of.Langerhans,parathyroid.gland.glandular.cells,pituitary.gland.cells.in.anterior,pituitary.gland.cells.in.posterior,placenta.decidual.cells,placenta.trophoblastic.cells,prostate.glandular.cells,rectum.glandular.cells,retina.cells.in.inner.nuclear.layer,retina.cells.in.photoreceptor.layer,retina.ganglion.cells,retina.nerve.fibers.in.inner.plexiform.layer,retina.nerve.fibers.in.nerve.fiber.layer,retina.nerve.fibers.in.outer.plexiform.layer,salivary.gland.glandular.cells,seminal.vesicle.glandular.cells,skeletal.muscle.myocytes,skin.1.fibroblasts,skin.1.keratinocytes,skin.1.Langerhans,skin.1.melanocytes,skin.2.epidermal.cells,skin.sebaceous.cells,skin.secretory.cells,skin.sweat.ducts,small.intestine.glandular.cells,smooth.muscle.smooth.muscle.cells,soft.tissue.1.adipocytes,soft.tissue.1.chondrocytes,soft.tissue.1.fibroblasts,soft.tissue.1.peripheral.nerve,soft.tissue.2.adipocytes,soft.tissue.2.chondrocytes,soft.tissue.2.fibroblasts,soft.tissue.2.peripheral.nerve,spleen.cells.in.red.pulp,spleen.cells.in.white.pulp,stomach.1.glandular.cells,stomach.2.glandular.cells,testis.cells.in.seminiferous.ducts,testis.Leydig.cells,thyroid.gland.glandular.cells,tonsil.germinal.center.cells,tonsil.non-germinal.center.cells,tonsil.squamous.epithelial.cells,urinary.bladder.urothelial.cells,vagina.squamous.epithelial.cells
ENSG00000140839,CLEC18B,Uncertain,NA,NA,NA,2,NA,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,NA,NA,0,2,2,1,2,0,1,0,1,0,0,NA,1,2,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,0,3,NA,NA,1,2,1,1,0,0,1,0,3,0,0,0,2,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,2,1,0,1,0,0,1,0,NA,NA,NA,2,1,0,3,0,0,0,NA,0,0,0,1,3,3,0,3,1,0,0,0,1,0
ENSG00000140848,CPNE2,Uncertain,NA,NA,NA,1,NA,0,0,2,0,0,1,0,0,1,0,0,1,0,1,1,2,NA,1,2,0,0,0,0,0,0,0,0,1,NA,NA,1,1,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,0,1,NA,NA,0,0,1,0,0,0,1,0,NA,0,0,0,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,1,NA,NA,NA,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0
ENSG00000140854,KATNB1,Supportive,NA,NA,NA,1,NA,2,0,0,1,1,2,2,1,2,0,0,0,2,1,2,1,NA,2,0,1,2,2,2,0,2,0,1,1,2,NA,2,2,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,1,2,NA,NA,1,1,2,0,0,0,2,1,NA,0,1,1,2,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,1,1,1,2,2,0,1,1,NA,NA,NA,2,0,1,NA,2,2,1,NA,2,1,0,0,1,2,2,1,1,0,0,1,2,1
ENSG00000140859,KIFC3,Uncertain,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,NA,1,0,2,0,0,2,0,NA,0,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,1,NA,NA,0,1,0,0,1,1,0,0,NA,0,3,0,0,NA,NA,3,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,NA,0,0,0,NA,0,NA,1,0,1,1,3,0,2,1,1,0,0,0
ENSG00000140873,ADAMTS18,Uncertain,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,NA,1,1,1,1,NA,1,0,1,0,1,1,1,NA,1,1,NA,NA,NA,NA,1,0,3,NA,NA,NA,NA,1,1,NA,NA,0,1,1,1,1,0,1,1,1,0,1,1,0,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,1,1,1,2,0,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,1,NA,0,0,1,1,1,1,1,0,0,0,1,1
ENSG00000140876,NUDT7,Supportive,NA,NA,NA,3,NA,3,0,0,0,3,2,2,1,2,0,1,0,1,0,2,0,NA,2,1,NA,2,NA,3,0,1,0,1,2,1,NA,3,3,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,1,3,NA,NA,0,2,2,1,0,1,2,2,1,0,3,0,1,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,3,2,1,1,2,1,1,1,NA,NA,NA,3,1,0,NA,1,0,0,NA,1,NA,1,0,2,2,1,3,3,0,0,1,3,1
ENSG00000140905,GCSH,Uncertain,NA,NA,NA,2,NA,2,0,2,0,2,2,2,2,2,2,0,3,2,3,2,2,NA,1,0,0,0,2,1,3,3,1,3,2,3,NA,3,1,NA,NA,NA,NA,1,2,0,NA,NA,NA,NA,0,3,NA,NA,0,2,2,0,1,0,2,0,NA,0,2,NA,3,NA,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,2,3,0,3,1,1,1,1,NA,NA,NA,1,2,0,0,0,0,0,1,0,0,2,0,2,2,1,2,3,0,1,1,0,2
ENSG00000140937,CDH11,Uncertain,NA,NA,NA,0,NA,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,2,NA,1,0,2,0,NA,0,3,0,1,0,0,0,NA,0,1,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,1,0,NA,NA,0,0,0,2,1,0,1,0,NA,3,0,0,1,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,NA,NA,NA,1,3,0,NA,0,0,0,NA,0,NA,1,0,0,0,0,0,0,1,0,1,0,1
ENSG00000140939,NOL3,Supportive,NA,NA,NA,3,NA,1,1,0,1,1,0,NA,1,1,2,3,3,0,1,3,1,NA,2,2,0,1,3,0,0,2,0,1,2,2,NA,1,3,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,2,1,NA,NA,2,1,0,2,2,1,2,2,NA,0,1,2,3,NA,NA,0,1,3,1,NA,NA,NA,NA,NA,NA,2,2,2,0,3,0,0,2,NA,NA,NA,0,0,1,0,0,0,0,NA,0,1,0,0,1,1,1,2,2,2,1,2,2,1
ENSG00000140941,MAP1LC3B,Uncertain,NA,NA,NA,2,NA,0,0,1,1,2,2,2,0,3,0,2,2,0,0,2,2,NA,2,1,0,0,NA,1,0,0,1,2,1,0,NA,0,2,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,1,2,NA,NA,0,0,1,1,0,0,1,2,0,0,0,2,0,NA,NA,2,0,0,1,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,1,NA,NA,NA,1,1,1,0,1,0,1,NA,0,1,0,0,0,1,2,2,3,0,0,1,1,2
ENSG00000140943,MBTPS1,Supportive,NA,NA,NA,2,NA,2,1,0,1,2,1,2,0,1,0,0,0,0,0,1,0,NA,2,0,0,2,2,3,0,2,0,2,3,0,NA,3,2,NA,NA,NA,NA,3,0,0,NA,NA,NA,NA,1,2,NA,NA,0,1,3,0,0,0,1,0,2,0,2,1,0,NA,NA,1,0,0,2,NA,NA,NA,NA,NA,NA,1,2,3,0,0,0,0,0,NA,NA,NA,3,1,NA,0,0,NA,2,NA,0,1,0,0,2,2,2,1,2,1,0,1,2,0
ENSG00000140945,CDH13,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,1,1,NA,NA,NA,0,2,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000140950,TLDC1,Uncertain,NA,NA,NA,3,NA,2,2,1,2,2,2,NA,1,2,1,1,2,0,0,1,2,NA,2,2,2,3,1,2,0,0,0,0,2,2,NA,2,3,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,0,2,NA,NA,2,1,3,1,NA,NA,3,2,2,0,2,2,3,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,1,NA,NA,NA,3,2,1,NA,2,2,NA,2,1,NA,1,0,3,2,2,2,2,0,1,2,2,2
ENSG00000140968,IRF8,Supportive,NA,NA,NA,0,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,2,0,3,2,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,2,2,0,0,0,0,0,3,3,0,0,0
ENSG00000140983,RHOT2,Uncertain,NA,NA,NA,2,NA,2,2,1,NA,2,2,2,0,1,2,1,1,2,0,3,0,NA,2,1,2,3,2,3,0,1,0,1,2,1,NA,2,2,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,0,2,NA,NA,1,2,2,1,2,2,2,2,1,0,0,1,2,NA,NA,2,3,1,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,1,NA,NA,NA,3,2,0,NA,1,0,0,NA,0,0,1,2,3,3,2,2,1,2,2,1,2,1
ENSG00000140986,RPL3L,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140988,RPS2,Uncertain,NA,NA,NA,1,NA,2,0,0,0,0,0,2,0,2,1,0,0,0,0,1,1,NA,0,0,1,2,1,3,0,1,0,0,1,0,NA,0,2,NA,NA,NA,NA,2,0,0,NA,NA,NA,NA,0,2,NA,NA,0,0,0,0,0,0,1,0,0,0,1,1,2,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,NA,NA,NA,2,0,0,0,0,0,1,NA,0,0,0,0,3,3,0,1,0,0,0,0,2,0
ENSG00000140990,NDUFB10,Supportive,NA,NA,NA,3,NA,3,2,1,0,3,2,2,2,3,2,2,3,1,2,3,2,NA,3,2,1,3,2,3,3,3,2,2,2,2,NA,3,3,NA,NA,NA,NA,3,2,3,NA,NA,NA,NA,2,3,NA,NA,3,2,2,1,3,3,3,2,3,2,3,3,3,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,2,3,2,1,3,2,3,2,NA,NA,NA,3,2,NA,0,1,NA,0,NA,1,0,3,2,3,0,2,3,2,3,2,2,3,2
ENSG00000140992,PDPK1,Supportive,NA,NA,NA,2,NA,1,0,3,0,1,0,2,2,2,0,0,3,0,0,1,1,NA,0,2,0,2,NA,2,1,1,1,1,2,2,NA,2,2,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,1,2,NA,NA,1,2,1,1,1,2,2,2,NA,1,2,1,1,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,1,2,NA,NA,NA,2,1,0,0,2,0,0,NA,2,0,3,1,2,1,2,2,1,1,2,1,2,2
ENSG00000140993,TIGD7,Uncertain,NA,NA,NA,2,NA,2,0,2,0,2,2,2,0,2,1,0,0,0,0,0,0,NA,2,2,1,2,1,2,1,2,0,1,2,2,NA,2,2,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,0,2,NA,NA,0,1,1,1,0,2,2,2,NA,0,2,1,2,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,2,2,1,1,1,0,2,0,NA,NA,NA,2,1,0,NA,1,0,0,2,0,NA,0,0,2,2,2,2,2,1,1,2,2,1
ENSG00000140995,DEF8,Uncertain,NA,NA,NA,3,NA,3,2,3,0,2,1,3,2,3,2,0,2,0,2,1,2,NA,2,2,2,3,2,3,2,2,1,2,3,3,NA,2,2,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,2,3,NA,NA,0,3,2,1,2,2,3,2,NA,1,2,2,2,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,2,2,3,2,2,3,3,2,NA,NA,NA,3,2,0,NA,1,2,1,2,1,NA,3,1,3,3,3,2,2,2,1,1,2,1
ENSG00000141002,TCF25,Uncertain,NA,NA,NA,3,NA,3,1,3,1,2,2,3,2,3,2,1,2,2,1,3,1,NA,2,2,3,3,1,3,2,3,2,3,3,2,NA,3,3,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,2,3,NA,NA,2,3,2,2,2,2,3,2,3,2,2,2,2,NA,NA,3,2,3,3,NA,NA,NA,NA,NA,NA,2,3,1,1,2,1,2,2,NA,NA,NA,3,2,1,NA,1,1,1,NA,1,1,1,1,3,3,2,3,2,1,1,3,2,2
ENSG00000141012,GALNS,Supportive,NA,NA,NA,3,NA,2,1,3,0,2,1,3,2,2,2,2,2,0,2,3,2,NA,2,2,2,3,2,3,2,3,0,3,3,2,NA,3,3,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,1,3,NA,NA,2,3,2,2,1,1,2,2,2,0,3,3,3,NA,NA,2,3,3,3,NA,NA,NA,NA,NA,NA,2,3,2,0,2,1,0,2,NA,NA,NA,3,1,NA,NA,NA,NA,0,0,0,NA,2,1,3,2,2,2,3,2,2,3,3,2
ENSG00000141013,GAS8,Uncertain,NA,NA,NA,3,NA,2,1,2,0,2,1,3,0,2,0,0,1,2,0,0,2,NA,3,2,2,3,2,2,2,3,0,2,2,2,NA,3,3,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,3,3,NA,NA,2,1,2,2,2,2,3,2,NA,0,3,0,0,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,3,2,0,NA,0,0,0,0,0,0,2,2,3,3,2,2,2,2,1,2,3,2
ENSG00000141027,NCOR1,Supportive,NA,NA,NA,2,NA,2,1,1,0,0,0,3,0,2,1,1,2,1,1,2,0,NA,2,3,2,3,NA,3,2,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,2,3,NA,NA,0,2,2,2,2,2,2,2,NA,0,3,1,2,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,2,2,2,0,2,2,2,2,NA,NA,NA,3,2,0,0,0,0,0,NA,0,0,1,1,2,3,2,2,2,2,2,2,3,2
ENSG00000141030,COPS3,Uncertain,NA,NA,NA,3,NA,2,2,3,0,3,3,2,2,2,3,3,3,2,2,3,2,NA,NA,3,1,2,2,2,2,2,2,2,3,3,NA,2,2,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,0,3,NA,NA,1,0,2,2,3,2,2,1,2,2,2,2,3,NA,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,NA,NA,NA,2,3,2,NA,NA,NA,2,NA,2,2,2,3,2,2,2,2,3,2,3,3,3,3
ENSG00000141034,GID4,Uncertain,NA,NA,NA,2,NA,2,2,2,2,2,2,2,0,2,0,0,0,0,1,1,1,NA,2,2,2,2,NA,2,0,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,0,2,NA,NA,0,0,1,0,NA,1,2,2,NA,2,2,2,2,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,NA,NA,NA,2,0,NA,NA,2,1,1,NA,0,NA,1,2,2,2,2,2,2,2,2,2,2,2
ENSG00000141052,MYOCD,Uncertain,NA,NA,NA,2,NA,2,2,2,1,2,2,2,2,2,2,2,1,0,2,2,0,NA,1,2,1,1,1,2,2,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,2,2,NA,NA,2,1,2,2,0,1,2,2,2,2,2,2,0,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,NA,2,2,2,NA,3,NA,1,2,2,2,2,1,2,2,2,2,2,2
ENSG00000141068,KSR1,Uncertain,NA,NA,NA,3,NA,3,2,2,0,2,2,2,2,NA,2,2,2,1,2,2,2,NA,2,2,2,2,2,3,1,2,0,2,2,2,NA,2,2,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,2,2,NA,NA,2,2,2,2,2,2,2,1,NA,0,2,1,2,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,2,NA,NA,NA,3,1,1,1,1,NA,1,NA,1,1,2,2,2,3,2,2,2,3,2,2,2,2
ENSG00000141076,CIRH1A,Uncertain,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,1,0,3,NA,NA,NA,NA,0,1,NA,NA,0,0,0,0,NA,0,0,0,1,0,0,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,0,1
ENSG00000141086,CTRL,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000141096,DPEP3,Supportive,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000141098,GFOD2,Uncertain,NA,NA,NA,1,NA,2,2,1,0,2,0,2,3,0,1,3,0,3,3,1,3,NA,2,3,0,2,NA,2,0,1,0,0,3,3,NA,3,2,NA,NA,NA,NA,1,3,0,NA,NA,NA,NA,0,3,NA,NA,3,2,0,0,1,0,2,2,NA,1,3,0,2,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,2,2,0,1,3,1,2,3,NA,NA,NA,2,2,NA,1,1,NA,1,0,1,1,1,0,2,3,2,2,3,2,0,1,3,2
ENSG00000141101,NOB1,Uncertain,NA,NA,NA,2,NA,2,2,2,0,2,2,2,1,2,1,2,2,1,0,2,0,NA,2,2,1,2,2,2,2,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,2,NA,NA,0,2,0,0,0,0,2,1,NA,2,2,2,0,NA,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,0,2,2,NA,NA,NA,2,1,0,2,1,0,0,2,0,NA,0,0,2,2,2,2,2,1,0,2,2,2
ENSG00000141127,PRPSAP2,Uncertain,NA,NA,NA,2,NA,1,2,2,0,2,0,NA,0,0,1,1,3,0,0,0,1,NA,0,2,2,2,1,2,0,0,0,1,1,2,NA,1,2,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,0,2,NA,NA,2,2,1,0,1,2,1,2,NA,1,1,2,2,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,0,2,0,0,1,NA,NA,NA,2,1,1,3,2,0,2,NA,2,NA,0,0,1,1,3,3,2,1,0,3,2,2
ENSG00000141179,PCTP,Uncertain,NA,NA,NA,2,NA,2,0,2,2,2,2,2,2,3,2,3,2,0,0,3,1,NA,2,2,2,3,NA,3,2,2,2,2,3,3,NA,2,3,NA,NA,NA,NA,3,0,2,NA,NA,NA,NA,2,3,NA,NA,2,2,1,2,NA,2,2,2,NA,2,2,1,2,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,NA,NA,NA,2,2,0,NA,2,2,0,NA,2,NA,1,2,2,0,3,2,2,2,2,2,2,2
ENSG00000141198,TOM1L1,Uncertain,NA,NA,NA,2,NA,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,NA,1,1,2,2,2,2,0,2,0,2,1,2,NA,2,2,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,1,2,NA,NA,2,2,2,1,2,2,2,1,2,1,2,2,2,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,0,2,0,1,0,2,NA,NA,NA,2,1,NA,NA,2,2,NA,NA,2,NA,1,2,2,2,2,2,2,2,2,2,2,1
ENSG00000141200,KIF2B,Uncertain,NA,NA,NA,1,NA,1,0,2,2,1,2,2,1,1,0,1,2,1,0,1,2,NA,1,3,1,3,1,3,0,2,0,2,2,2,NA,1,2,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,1,3,NA,NA,0,2,2,1,1,1,2,2,1,0,2,0,2,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,1,3,NA,NA,NA,3,1,1,0,1,1,1,0,1,1,0,0,3,2,1,1,2,0,1,3,2,2
ENSG00000141219,C17orf80,Uncertain,NA,NA,NA,3,NA,2,1,3,0,3,3,3,1,2,3,0,2,1,1,3,2,NA,3,3,2,3,2,3,1,2,1,2,2,3,NA,2,3,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,1,3,NA,NA,2,3,3,1,2,2,3,2,2,1,2,2,3,NA,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,3,NA,NA,NA,3,2,2,NA,2,0,0,NA,2,NA,2,3,3,3,2,3,2,2,2,3,2,2
ENSG00000141232,TOB1,Uncertain,NA,NA,NA,2,NA,1,0,0,0,2,2,2,2,2,0,1,2,1,1,2,0,NA,0,2,1,2,1,2,1,1,0,1,1,2,NA,2,2,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,2,2,NA,NA,1,1,2,2,0,0,NA,2,1,1,2,1,1,NA,NA,2,0,0,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,NA,0,0,1,0,NA,0,1,0,0,1,1,2,2,2,1,0,2,2,2
ENSG00000141252,VPS53,Uncertain,NA,NA,NA,2,NA,3,2,3,0,3,3,2,2,2,3,3,3,0,1,3,3,NA,2,NA,2,3,3,3,0,2,1,2,2,2,NA,2,3,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,1,2,NA,NA,2,2,2,2,2,2,NA,2,NA,0,2,2,3,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,3,2,NA,NA,NA,2,2,1,NA,NA,NA,1,NA,2,2,3,2,3,2,2,2,2,2,2,2,3,2
ENSG00000141258,SGSM2,Uncertain,NA,NA,NA,3,NA,3,2,3,3,3,2,3,2,2,2,2,2,2,2,3,1,NA,3,2,2,3,2,3,2,3,1,3,3,2,NA,3,3,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,2,3,NA,NA,2,2,3,2,3,2,3,2,NA,2,2,2,3,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,2,3,2,2,3,3,3,3,NA,NA,NA,3,2,3,NA,3,2,3,NA,3,2,2,3,3,3,3,3,3,3,3,3,3,3
ENSG00000141279,NPEPPS,Uncertain,NA,NA,NA,1,NA,2,0,1,0,1,1,2,0,0,1,0,0,0,0,0,2,NA,1,0,0,2,1,2,0,2,0,2,1,2,NA,2,2,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,0,2,NA,NA,1,2,1,0,0,0,2,0,NA,0,1,2,2,NA,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,0,NA,NA,NA,2,0,0,0,0,NA,0,NA,0,0,0,0,2,2,2,2,2,0,0,0,2,0
ENSG00000141293,SKAP1,Supportive,NA,NA,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,2,3,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,2,3,0,0,0,0,0,2,3,0,0,0
ENSG00000141295,SCRN2,Supportive,NA,NA,NA,2,NA,2,1,1,0,2,2,NA,0,1,0,1,2,0,1,2,0,NA,1,0,1,2,3,2,0,1,0,1,1,1,NA,1,2,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,3,NA,NA,0,2,1,0,0,0,2,1,2,0,1,NA,1,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,0,0,1,1,1,1,NA,NA,NA,2,0,2,NA,1,1,2,NA,0,1,0,0,2,2,1,2,2,0,2,2,2,1
