int_id,breast,glia,cervix,colorectal,endometrium,testes,thyroid,kidney,liver,lung,lymph,pancreas,prostate,skin,melanocyte,stomach,urinary,head.and.neck,ovary,norm.carcinoid
8863,1,0,0.5,2,1,1.5,2,1,0,0,1,2.5,2,1,1,3,2,1.6666666666666667,0,1.8571428571428572
8864,1,0,1,2,1,2,2,2,0,0,1,2,2,1.6666666666666667,1,2,3,1.6666666666666667,1,2
8865,0,1,1,0.6666666666666666,1.5,1.75,1,1.5,0.5,0,0,1,2,1.6666666666666667,1,2,2,0.3333333333333333,0,1.1428571428571428
8866,0.5,0.6666666666666666,2,1.6666666666666667,2,1.25,2,1,0.5,3,2.5,1,1,2.3333333333333335,2,1.5,3,2.6666666666666665,2,1.7142857142857142
8867,1,2,2.5,2.3333333333333335,1.5,2.5,2,1.5,1.5,1,1.5,2,2,2.3333333333333335,3,3,3,2.3333333333333335,2,2.142857142857143
8868,1,0,1.5,1.3333333333333333,0.5,1.75,2,1,1,0,2,1,0,2,2,2,1,2,0,0.8571428571428571
8869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8871,2,1,2,1.6666666666666667,1.25,2.25,2,1.5,1.5,2,0.5,2,2,1,1,2,2,1.6666666666666667,0,1.5714285714285714
8872,1.5,2,2,1.3333333333333333,1.75,1.75,3,1.5,1.5,2,2,2,2,2,1,2,2,1.3333333333333333,2,1.7142857142857142
8873,2,0,2,1.6666666666666667,1,2.25,2,1,1.5,1,0.5,2,1,2,2,2,3,2,1,1.4285714285714286
8874,2.5,1.6666666666666667,3,3,2.5,3,3,3,2.5,3,3,3,3,3,2,3,3,3,3,3
8875,0.5,1.3333333333333333,0,0,0,0.5,0,1.5,1.5,0,0,1,2,0,0,0,0,0,0,0.6666666666666666
8876,1,0,1,1.6666666666666667,1.25,1.75,2,1.5,1.5,1,1.5,1.5,2,1,1,2,2,2,2,1.4285714285714286
8877,1.5,0,1.5,3,1.75,2.25,2,2.5,0.5,1,2,2.5,2,1.3333333333333333,2,3,2,1.6666666666666667,1,2.6666666666666665
8878,1,1,1.5,2,1.25,2,2,1.5,1,1,2,1.5,3,1,1,3,3,1,1,1.7142857142857142
8879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8880,1,1,1,1,1,1.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8881,3,1.3333333333333333,2.5,2.3333333333333335,1.75,2.5,3,2,1,2,3,2,3,2,3,3,3,2.3333333333333335,2,2.2857142857142856
8882,0,0,1,1,0,0.75,1,1,0,0,0.5,1,2,1,1,0.5,1,1.3333333333333333,0,1.2857142857142858
8883,1.5,1,2.5,2,2.25,2.25,3,2,0.5,2,1,1.5,2,2.6666666666666665,2,0.5,3,2,2,1.5714285714285714
8884,2,1.6666666666666667,2.5,2,2,2.25,2,2,1.5,2,2,1.5,2,2,2,2.5,2,2.6666666666666665,2,1.8571428571428572
8885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8886,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,1,0,0,0,0,0
8887,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8889,2,1,2,3,2.25,2.25,2,2.5,2,2,2.5,2,2,2,2,2.5,2,2,2,2.4285714285714284
8890,1.5,1.3333333333333333,1.5,2,1.5,2,2,2,0.5,2,3,1.5,1,1.6666666666666667,2,3,3,1.6666666666666667,0,1.5714285714285714
8891,0,0,0,0.6666666666666666,0.25,1,0,0,0,0,0,0,1,0.6666666666666666,0,1.5,0.25,0,0,0.2857142857142857
8892,0.5,0,1.5,1.3333333333333333,0,1,0,0,0.5,1,0,1,0,0.6666666666666666,2,2,1,1.6666666666666667,0,1.1428571428571428
8893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8894,2,1.6666666666666667,2.5,2,2,2.5,3,3,2,2,2.5,2,2,2.3333333333333335,3,2,3,2.3333333333333335,0,2
8895,0.5,0.6666666666666666,1,1.3333333333333333,1,1.75,2,1,0.5,0,1.5,1.5,2,1,1,2,2,1.3333333333333333,0,1.2857142857142858
8896,1,0.3333333333333333,1,2.6666666666666665,1,1.5,3,1.5,1.5,2,1.5,2.5,2,2,2,2.5,3,2.3333333333333335,0,2.4285714285714284
8897,1,0.3333333333333333,2,1.3333333333333333,1.5,2,2,1.5,1,2,1,2,0,2,2,2,2,2,1,1.1428571428571428
8898,1,0,1.5,2,0.5,1.75,2,2,2,0,1.5,2,0,1,1,2,2,1.6666666666666667,1,1.7142857142857142
8899,1,2,2,2.6666666666666665,1.5,1.75,2,2.5,1,3,2,2.5,2,2.3333333333333335,2,2.5,3,2.3333333333333335,1,2.5
8900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8901,2.5,3,3,2.6666666666666665,2,3,3,3,0.5,3,3,3,3,2.3333333333333335,3,3,3,2.6666666666666665,3,2.7142857142857144
8902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8903,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8904,1.5,3,2,2.6666666666666665,2,2.25,3,2,1.5,2,1.5,1.5,2,2,2,2,2,2.3333333333333335,2,2.2857142857142856
8905,1,0,0.5,2.3333333333333335,0.75,1.75,1,1,0,1,0.5,2,1,1,1,2,2,1,0,2
8906,0,0,1,0.6666666666666666,0,0.75,1,0,0.5,0,0,0,0,0.6666666666666666,0,0,1,0.3333333333333333,0,0.2857142857142857
8907,0.5,0,1,1.6666666666666667,0.75,1,1,1.5,0.5,1,0,1,2,0.3333333333333333,0,2,2,1,0,1.5
8908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8911,0,0,1,1.6666666666666667,0,0.5,0,0,0,0,0,1,2,0.6666666666666666,0,1,0,0.3333333333333333,0,1.2857142857142858
8912,1.5,0,1.5,2,1.25,1.25,2,2,0,1,0,1,1,1.6666666666666667,2,1.5,2,2,1,1.5714285714285714
8913,0.5,0,0.5,1,0.75,1.75,1,1,1,0,0,2,1,0.3333333333333333,0,2,1,1,0,1.1428571428571428
8914,0,2,0,1,0,0,0,0.5,0,0,3,0,0,0.3333333333333333,0,0,0,0,0,0.7142857142857143
8915,1.5,1.3333333333333333,2,2.6666666666666665,2.5,2,2,1.5,1,2,2.5,2.5,2,1.3333333333333333,2,2.5,2,2.3333333333333335,2,2.4285714285714284
8916,0.5,0.3333333333333333,2,1.6666666666666667,0.5,1.5,2,0.5,1.5,2,0.5,1.5,1,0.6666666666666666,2,2,2,1,0,1.4285714285714286
8917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8918,1,0.3333333333333333,2,2,1,2.25,1,1.5,2,0,1,2.5,2,1.6666666666666667,1,2.5,1,2,0,2
8919,1,2.3333333333333335,2.5,2.6666666666666665,3,3,3,2.5,3,3,1.5,2.5,3,2.3333333333333335,2,3,3,2.6666666666666665,2,2.5714285714285716
8920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8921,1,1,1.5,2,1,1.75,2,1.5,2,1,0.5,1,0,1.6666666666666667,2,1.5,1,1.6666666666666667,1,1.4285714285714286
8922,2,2,1.5,2,1,2.25,2,1,2,1,2,2,1,2,2,3,3,1.3333333333333333,2,1.8333333333333333
8923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8924,1,0,0,1.6666666666666667,0.5,1.25,3,2,1,0,0,1.5,3,0.3333333333333333,0,2.5,2,2,0,1.4285714285714286
8925,2.5,1,1,2,2.5,2.75,3,2,2.5,0,0.5,2.5,3,1.6666666666666667,3,3,3,2,1,2.142857142857143
8926,0,0,0,1,0,1,2,1,0.5,1,1,1,0,0.3333333333333333,0,0.5,1,0.3333333333333333,0,0.7142857142857143
8927,2,2.6666666666666665,3,3,2,3,3,3,1,3,2,3,3,3,3,3,3,3,2,3
8928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8929,0,0,1,0.6666666666666666,1,1.5,3,1,1.5,0,0,0.5,3,0.3333333333333333,0,1.5,2,1.3333333333333333,0,0.8571428571428571
8930,1.5,0,2,1.6666666666666667,1.25,2,2,1.5,1.5,2,0,1,3,0.6666666666666666,0,2,3,2,0,1.7142857142857142
8931,1,1,1.5,2,1,2,1,2,0.5,2,2,2,2,1.3333333333333333,1,2,2,2,1,2
8932,1.5,3,3,2.6666666666666665,2,2.75,3,2.5,1,3,2,3,2,2,3,2.5,3,3,3,2.4285714285714284
8933,2.5,3,2,2.3333333333333335,2,2.75,2,2.5,1.5,2,2,2.5,3,1.3333333333333333,2,3,3,2.3333333333333335,1,2.5
8934,0,0,0,1,0,0.25,0,1,0,0,0,0.5,0,0.3333333333333333,0,0,0,0,2,0.5714285714285714
8935,1.5,2,0.5,1,1.75,2,2,2,0.5,2,2,1,2,0.6666666666666666,0,2,0,1,1,1.1428571428571428
8936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8937,0.5,1.3333333333333333,1.5,1.3333333333333333,1,1.75,2,1.5,0,0,1,2,1,0.6666666666666666,1,3,2,2,0,1.3333333333333333
8938,1,0.3333333333333333,2,2,1,1.5,2,1,0,1,0,1,2,0,0,3,2,1.6666666666666667,0,1.4285714285714286
8939,0.5,0,0.5,1.6666666666666667,1,1.25,1,1.5,1,1,0,1,0,0.3333333333333333,1,1.5,2,1,0,1.4285714285714286
8940,1,1.3333333333333333,1,1.3333333333333333,1,1.25,2,1.5,1,0,1,1.5,2,1,0,2,0,1,0,1.5
8941,0,0,1,0.6666666666666666,1,1.25,2,1,1.5,0,0,0.5,2,0.3333333333333333,0,1.5,2,1.3333333333333333,0,0.7142857142857143
8942,1.5,2,2,3,1.5,2.25,2,3,1,3,2,1.5,2,2,2,3,3,2.6666666666666665,2,2.2857142857142856
8943,2,2.3333333333333335,2,1.6666666666666667,0.25,1.25,2,1,0,2,0,1.5,1,1.3333333333333333,2,2,1,1.3333333333333333,1,1.1428571428571428
8944,1,0.6666666666666666,1,2.6666666666666665,0.5,2.25,1,2,1,0,1,2.5,3,2,2,2.5,2,2,0,2.2857142857142856
8945,0,2.6666666666666665,2,0.3333333333333333,0.25,2,2,2.5,1.5,2,1.5,2,2,0.6666666666666666,1,0.5,1,1.6666666666666667,2,1
8946,1,1.3333333333333333,0,1.6666666666666667,1,1.25,1,1.5,1.5,1,0,0.5,0,0.6666666666666666,1,0.5,1,0.3333333333333333,0,1.1428571428571428
8947,0.5,1.3333333333333333,2,1.6666666666666667,1,2.25,2,2,1,1,1.5,2,2,2,2,2,2,2,0,1.8571428571428572
8948,1,1,1,2.6666666666666665,1,2.25,2,2,0.5,2,1.5,2,2,1.3333333333333333,1,3,2,2.3333333333333335,0,2.142857142857143
8949,1,0.3333333333333333,1,1.5,0.75,0.75,1,0.5,0,1,0.5,0.5,1,1.3333333333333333,2,1,2,1.6666666666666667,1,0.8
8950,1,1.3333333333333333,1,1,0.75,1.75,3,1.5,1,1,1,2,2,1,1,2,3,1.6666666666666667,1,1.6666666666666667
8951,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8952,0,2.6666666666666665,0,0.6666666666666666,0,0,0,0.5,0,0,1,0,1,0,0,1,0,0,0,0.42857142857142855
8953,1,2,2,2.6666666666666665,2.25,2.25,3,2,1.5,2,2,1.5,2,1.6666666666666667,0,2,2,2.3333333333333335,1,2.1666666666666665
8954,1.5,1.3333333333333333,2,2.6666666666666665,1.75,2.25,3,1.5,1.5,2,2,2.5,2,2,2,2.5,2,2,1,2.4285714285714284
8955,0,1,0,0,0,0.75,2,0.5,0,2,0,0,0,0,0,0.5,0,0.3333333333333333,0,0
8956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8957,1.5,1,1,2,1.5,2,2,1.5,2,1,1,1.5,2,1,1,2,2,1.5,2,1.8571428571428572
8958,2,0,2,2.3333333333333335,1.5,1.75,2,1.5,0.5,0,1.5,1.5,1,2.6666666666666665,1,1.5,3,2.3333333333333335,0,1.7142857142857142
8959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8960,1.5,0,1.5,3,2.5,2,2,2,1,2,2,1.5,2,2.3333333333333335,3,2,2,2.3333333333333335,2,2.4285714285714284
8961,1.5,0.3333333333333333,2,1.6666666666666667,1.25,2.3333333333333335,2,1.5,0,1,1.5,2,1,2,2,2,2,1.6666666666666667,1,1.6666666666666667
8962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8963,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3333333333333333,0,0
8964,1,3,2,2,1.75,2,2,2,2,2,1,2,2,2,2,2,2,1.6666666666666667,2,2
8965,0.5,1,2,1.6666666666666667,0.5,2,2,1.5,0,0,0.5,2,1,1.3333333333333333,1,2,2,1.3333333333333333,0,1.5714285714285714
8966,1,1.3333333333333333,1,1.3333333333333333,1,1.25,1,1,1.5,0,0.5,0.5,2,0.6666666666666666,1,2,2,1.3333333333333333,0,1
8967,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8968,1,0,2,2,1.75,2.5,2,2,1,0,0.5,2.5,2,2,0,3,2,2,0,2.142857142857143
8969,1,0,1,1.6666666666666667,1,2,2,1.5,1,0,0.5,1.5,1,0.6666666666666666,1,1,1,0,0,1.5714285714285714
8970,1.5,0.3333333333333333,0,0.6666666666666666,0,2,1,0.5,2,0,0.5,2,0,0.3333333333333333,2,2,0,0.3333333333333333,0,1.2857142857142858
8971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8972,1,0,1,1.3333333333333333,1.5,1.5,1,1.5,0,1,1,0.5,1,1.6666666666666667,0,1,0,1,1,1
8973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8974,2,1,2,2.6666666666666665,2.25,2.25,2,2,1,2,1.5,2,2,1.6666666666666667,2,2,2,2,1,2.142857142857143
8975,1.5,0.6666666666666666,2.5,2,1.25,2.25,2,2.5,1.5,3,1,2.5,2,1.3333333333333333,1,2,3,2,2,2.142857142857143
8976,0.5,0,0,1.6666666666666667,0.25,1.25,2,1.5,0,0,0,0.5,1,0.3333333333333333,0,2,2,0.6666666666666666,1,1.1428571428571428
8977,0.5,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,1,1,1.3333333333333333,0,0
8978,1,0,1.5,2.3333333333333335,1,2,2,1,0.5,0,1,1.5,2,1.3333333333333333,2,2.5,2,1,0,2
8979,1.5,1.3333333333333333,2.5,2.6666666666666665,1.25,1.75,2,2,2,2,3,1,2,3,3,2,3,2.6666666666666665,2,2
8980,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8981,0.5,0.3333333333333333,1,1.3333333333333333,0.75,1,2,1,0,0,0,1,1,0.3333333333333333,0,1.5,2,0.6666666666666666,0,1.1428571428571428
8982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8984,1.5,0.3333333333333333,2,1.3333333333333333,1,2,2,1.5,1,1,1,2,2,2,3,2,2,1.6666666666666667,1,1.7142857142857142
8985,1,1.3333333333333333,1.5,1.5,1.25,1.5,1,1.5,1.5,2,0,1,1,0.6666666666666666,0,2,2,1.6666666666666667,1,1.5714285714285714
8986,2.5,2,3,3,1.5,2,3,3,2,3,2.5,2.5,2,3,3,2.5,2,2.6666666666666665,3,2.7142857142857144
8987,0,0,2,1.3333333333333333,0.75,1.5,2,1.5,0.5,0,1,1.5,1,2.3333333333333335,1,2,3,1.3333333333333333,1,1.4285714285714286
8988,1,1.3333333333333333,0.5,2.6666666666666665,0.25,1.25,2,2,1,0,0,1,1,0.3333333333333333,0,3,2,2.3333333333333335,1,1.8333333333333333
8989,2,1.3333333333333333,2,2,1.5,2.5,2,1.5,0.5,1,1,2,3,2.3333333333333335,2,3,3,1.6666666666666667,1,1.8571428571428572
8990,1.5,1.3333333333333333,2,2,2.25,2.25,3,1,1,2,2,2.5,2,1.6666666666666667,2,3,2,2,0,2
8991,0.5,0.3333333333333333,0,1.3333333333333333,1,1.5,0,1,1,1,0.5,1,0,1.6666666666666667,2,2,1,1,0,1.1428571428571428
8992,0,0.3333333333333333,1,2.6666666666666665,2,1.5,3,1.5,2.5,0,2.5,2.5,2,0.6666666666666666,0,2,2,0.6666666666666666,0,2.5714285714285716
8993,1,0,2.5,2.3333333333333335,1.75,2.25,2,1,1,0,1,2.5,2,2,2,2.5,3,2.6666666666666665,0,2.142857142857143
8994,1.5,1,2,1.6666666666666667,1.75,1.75,2,2.5,1.5,1,2,2,1,1.3333333333333333,2,2,1,2,1,1.7142857142857142
8995,1,1,1,2,1.5,2.5,3,1.5,2,2,2,2.5,2,1.6666666666666667,2,3,2,2,1,2.4285714285714284
8996,0.5,0,0.5,0,0.5,1,1,0.5,0,0,0,0,0,0.6666666666666666,0,0,1,0.3333333333333333,0,0
8997,2,1,2.5,2.3333333333333335,2.75,2.5,3,1.5,1.5,2,2,1.5,2,2.3333333333333335,1,2,2,2.6666666666666665,2,2.142857142857143
8998,3,3,3,3,2.5,3,3,3,2.5,3,3,3,3,3,3,3,3,3,3,3
8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.14285714285714285
9000,1,0,1.5,1.3333333333333333,1.5,2,2,1,1,0,1,2,1,1.3333333333333333,2,2,2,1.6666666666666667,0,1.4285714285714286
9001,2,3,3,3,3,3,3,3,2.5,3,3,3,3,2.3333333333333335,3,3,3,2.6666666666666665,2,3
9002,1.5,1,2,2,1,1.25,2,1.5,1,1,1,2,1,2,2,2,2,1.5,1,1.8571428571428572
9003,0.5,1,1.5,1.6666666666666667,0.75,1.75,2,1,0.5,1,0,2,2,0.3333333333333333,1,2,1,1.3333333333333333,0,1.5714285714285714
9004,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9005,1,0.3333333333333333,2,2,2.25,2.5,3,1.5,0,0,1.5,2,2,1.6666666666666667,2,0.5,3,2.3333333333333335,1,2
9006,2,1,2,2,1.75,2,2,1.5,0,1,2,3,2,2,2,2,3,2,2,2.2857142857142856
9007,2,1.3333333333333333,3,2.6666666666666665,1.5,2.25,3,3,0.5,2,2,2.5,2,2.6666666666666665,3,2.5,3,3,1,2.4285714285714284
9008,0.5,0,0.5,0.3333333333333333,0.25,2.25,0,0,2,0,0,0.5,1,0.6666666666666666,2,0.5,2,0.6666666666666666,0,0.7142857142857143
9009,1.5,0.3333333333333333,1.5,2.6666666666666665,1,2.25,2,3,1.5,2,0,1.5,1,1.6666666666666667,2,2,2,1.6666666666666667,0,1.8571428571428572
9010,0,0,0,0.3333333333333333,0,0,0,0.5,0,0,0,0,0,0.6666666666666666,0,0,0,0,2,0.14285714285714285
9011,0,0.6666666666666666,1,1.3333333333333333,0,0.5,0,1,2,0,0,0,0,0,0,2,0,0.6666666666666666,2,0.2857142857142857
9012,1,1,1,2,1.25,2.25,2,2,2,0,1,2,2,1.6666666666666667,1,2,2,2.6666666666666665,1,2.142857142857143
9013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9014,1,1.6666666666666667,1.5,1.6666666666666667,1.25,2,3,2,2,0,2,1.5,2,1.3333333333333333,0,2,2,1.6666666666666667,1,1.7142857142857142
9015,1,1.6666666666666667,1,2,1,2.5,1,1,1,2,0.5,1.5,3,0,0,2,2,1.3333333333333333,0,1.8571428571428572
9016,1,1,1,1,1.5,1.5,1,2.5,2,2,0.5,1.5,2,0.6666666666666666,0,2,2,1.3333333333333333,1,1.2857142857142858
9017,1,2.3333333333333335,1,2.6666666666666665,1,1.75,2,1,1,2,1,3,2,2,2,2.5,2,1.6666666666666667,1,2.5714285714285716
9018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9019,2,2.6666666666666665,3,2,1.75,2.5,3,2.5,1.5,1,1.5,2.5,2,2,2,3,2,2.3333333333333335,1,2.142857142857143
9020,1,1,1.5,1.6666666666666667,1,1.75,2,2,1.5,1,2,1,2,0.6666666666666666,1,2,2,1.6666666666666667,1,1.5714285714285714
9021,1,1,1,1.6666666666666667,1,2,1,1,1.5,1,1,1.5,1,1.6666666666666667,2,2,2,1.6666666666666667,1,1.5714285714285714
9022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9023,0,0,0,0.3333333333333333,0.75,0.75,0,0,0,0,2.5,0,1,0,0,1.5,1,0.3333333333333333,0,0.42857142857142855
9024,3,1,2.5,2.6666666666666665,2,2.25,3,2,0.5,1,1.5,2,2,2.3333333333333335,2,2,3,2.3333333333333335,2,2.5714285714285716
9025,1.5,1,1.5,1.6666666666666667,1,2.25,2,1.5,1,2,3,1.5,1,2,2,2,3,2,1,1.5714285714285714
9026,0.5,1.3333333333333333,1.5,2,1,1.25,1,2,2,0,0.5,1.5,3,0.5,0,2.5,2,1.3333333333333333,1,1.8571428571428572
9027,1,1,2.5,1.6666666666666667,1.75,2.5,3,2,1.5,3,0.5,3,2,2.3333333333333335,3,3,3,2.6666666666666665,0,2.2857142857142856
9028,1.5,1,2,1.3333333333333333,1.5,2,2,1,0.5,1,2,1.5,2,2,2,2,2,2,1,1.5714285714285714
9029,1.5,1.6666666666666667,3,2.3333333333333335,2,2.75,3,2.5,1.5,1,2.5,2.5,3,1.6666666666666667,1,2.5,3,1.6666666666666667,3,2.4285714285714284
9030,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9031,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9032,1.5,1.6666666666666667,1.5,2.3333333333333335,1.25,2.75,3,1.5,2,2,1.5,2.5,3,2.3333333333333335,1,3,2,2.6666666666666665,0,2.2857142857142856
9033,0,0,1,1.6666666666666667,0,0,1,2,0.5,0,0,0,0,1,0,1,1,2,0,0.8333333333333334
9034,1,0.6666666666666666,2,2,1.25,1.75,1,1.5,1.5,0,1,2,1,1,1,2,2,1.6666666666666667,0,1.8
9035,3,2,2.5,3,2.5,3,3,3,2,3,3,3,3,2.6666666666666665,3,3,3,3,3,3
9036,0.5,1.6666666666666667,0,0,1,2,2,1.5,1.5,1,1,2,0,0,0,2,1,0.6666666666666666,0,0.8571428571428571
9037,1.5,0.3333333333333333,2,2,1.5,2,2,2,1.5,2,2,2,2,2,2,2,2,1.3333333333333333,0,2
9038,0.5,0.3333333333333333,0,1.6666666666666667,0.5,1,1,0,0,0,1.5,2,1,1,2,2,1,1.3333333333333333,0,1.5714285714285714
9039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9040,0.5,0,0.5,1.3333333333333333,0.25,1.25,2,1.5,0,0,0,1,1,0.6666666666666666,2,0.5,2,1,0,1.1666666666666667
9041,0,0,1,1.6666666666666667,0.5,1.3333333333333333,1,1,0,0,0,0.5,1,0,0,2,2,1,0,1.2857142857142858
9042,1,0,1.5,1.6666666666666667,1.25,2,2,1,0.5,0,0.5,0,2,0.6666666666666666,0,2,2,1.3333333333333333,0,0.8571428571428571
9043,1,0,1,2,1.25,1.5,2,1,0,0,2,1,0,1.3333333333333333,2,2,2,1,0,1.2857142857142858
9044,2,2.3333333333333335,2.5,2.6666666666666665,2.25,2.25,2,2,2,2,3,2,2,2.3333333333333335,2,3,3,2.6666666666666665,2,2.2857142857142856
9045,1,0,1.5,1.6666666666666667,1.25,2.5,2,2,0,0,1,1.5,2,1,0,2,2,2,1,1.7142857142857142
9046,1,1,1,2,1.5,2,2,2.5,2,2,1,2,2,1.6666666666666667,1,2,2,2.5,1,1.8571428571428572
9047,1.5,1,2,2.3333333333333335,0.75,2.25,3,2,1.5,1,1.5,1.5,2,2.3333333333333335,2,2,2,2,0,2.142857142857143
9048,0,0,0,0.3333333333333333,0,0,0,0,0,2,0,0,0,0,0,1,1,0.6666666666666666,0,0.5714285714285714
9049,1,0.3333333333333333,1,2.6666666666666665,2,1.75,2,2.5,1,1,1.5,2.5,2,1.3333333333333333,0,2.5,2,1.6666666666666667,0,2.5
9050,0.5,0.3333333333333333,1,1.3333333333333333,0.25,1.25,2,0,0,0,2.5,1,1,0.6666666666666666,3,2,1,1.6666666666666667,0,1.1428571428571428
9051,0,0,1.5,1,0.5,1.25,1,1,0.5,1,1.5,0,1,0.6666666666666666,0,0,2,1.3333333333333333,0,0.5714285714285714
9052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9053,0.5,0,2,2,0.75,2,2,1,0,1,1.5,1.5,1,1,1,2,2,1.6666666666666667,0,1.7142857142857142
9054,1,0.3333333333333333,0.5,1.3333333333333333,0,1.5,1,0,0,2,0,0.5,0,0,0,1.5,2,0.3333333333333333,1,0.7142857142857143
9055,1,0.6666666666666666,1.5,1.3333333333333333,0.5,2,2,1.5,0.5,1,0.5,2,2,2,2,2,2,1,1,1.6666666666666667
9056,0,1.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2857142857142857
9057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9058,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
