64	7469	1
64	7578	1
64	8769	1
65	4243	1
65	9070	1
66	177	1
67	4078	1
67	4929	1
68	2284	1
68	2759	1
68	3019	1
68	11649	1
69	3438	1
69	3494	1
69	8134	1
70	3917	1
70	4290	1
70	4702	1
71	177	1
71	11230	1
71	12050	1
72	7330	1
73	2307	1
73	4135	1
74	628	1
74	2324	1
74	6723	1
74	7782	1
74	8003	1
74	8720	1
75	11919	1
76	302	1
76	1073	1
76	2664	1
76	3298	1
76	11203	1
76	5020	1
76	8544	1
76	8626	1
76	9302	1
77	2705	1
77	5905	1
78	1651	1
78	10549	1
78	3377	1
79	2523	1
79	10969	1
81	389	1
81	3360	1
81	4237	1
82	4553	1
82	11290	1
83	823	1
84	357	1
85	5162	1
85	7702	1
86	7037	1
87	5905	1
88	7560	1
89	3240	1
90	5068	1
90	6229	1
90	6980	1
91	421	1
91	1040	1
91	1538	1
91	1707	1
91	2766	1
91	2860	1
91	7287	1
91	8638	1
91	9111	1
92	1076	1
92	2157	1
92	10799	1
92	3590	1
92	3791	1
92	3813	1
92	4189	1
92	4508	1
92	8093	1
92	8768	1
93	548	1
93	839	1
93	1569	1
93	1800	1
93	1858	1
93	10866	1
93	4638	1
93	4728	1
93	4815	1
94	1283	1
94	10546	1
94	10738	1
94	3201	1
94	10799	1
94	4135	1
94	11804	1
94	11919	1
94	11924	1
94	9308	1
94	12024	1
95	1674	1
95	11649	1
96	3655	1
96	3688	1
97	834	1
97	921	1
97	1020	1
97	1048	1
97	2537	1
97	2800	1
97	3057	1
97	3227	1
97	3937	1
97	4056	1
97	11036	1
97	4621	1
97	11369	1
97	5741	1
97	7711	1
97	8029	1
97	8769	1
97	8914	1
98	135	1
98	10471	1
98	1675	1
98	2358	1
98	2903	1
98	3096	1
98	3188	1
98	10823	1
98	3475	1
98	4033	1
98	4303	1
98	4648	1
98	6325	1
98	8139	1
98	11949	1
99	4496	1
99	6773	1
99	7221	1
100	943	1
100	10426	1
100	1508	1
100	1538	1
100	2626	1
100	4251	1
100	4447	1
100	4477	1
100	4598	1
100	11077	1
100	12087	1
100	5125	1
100	11434	1
100	11794	1
100	7804	1
100	8655	1
100	9513	1
100	9759	1
101	10341	1
101	10830	1
101	3506	1
101	4114	1
103	2681	1
105	10289	1
105	1383	1
105	1653	1
105	7162	1
105	9488	1
106	7339	1
107	830	1
107	1235	1
107	1414	1
107	1682	1
107	2065	1
107	2139	1
107	2333	1
107	2417	1
107	4152	1
107	4342	1
107	11212	1
107	5412	1
107	11635	1
107	8632	1
107	8909	1
107	11951	1
107	9749	1
108	2947	1
108	6409	1
109	1698	1
109	3839	1
110	10258	1
110	6646	1
110	9492	1
111	547	1
111	581	1
111	1877	1
111	3002	1
111	3020	1
111	7302	1
112	1739	1
112	2814	1
112	3345	1
112	3598	1
112	5124	1
112	11460	1
112	7485	1
112	7989	1
112	8436	1
112	8707	1
112	11963	1
112	9541	1
112	12088	1
113	1212	1
113	1338	1
113	1362	1
113	1383	1
113	10546	1
113	3201	1
113	3845	1
113	6116	1
113	6763	1
114	1846	1
114	2636	1
114	4016	1
114	4916	1
114	5632	1
114	11974	1
115	10384	1
115	793	1
115	821	1
115	1557	1
115	2995	1
115	3234	1
115	7673	1
115	9108	1
116	3040	1
116	4024	1
116	4356	1
117	758	1
117	1896	1
117	2084	1
117	3646	1
117	3760	1
117	3778	1
117	3830	1
117	5814	1
117	6529	1
117	9359	1
119	120	1
119	167	1
119	278	1
119	453	1
119	632	1
119	880	1
119	1358	1
119	1365	1
119	2026	1
119	2062	1
119	2113	1
119	2139	1
119	2305	1
119	2307	1
119	2333	1
119	2373	1
119	2376	1
119	2378	1
119	2631	1
119	2820	1
119	2911	1
119	2973	1
119	2974	1
119	3087	1
119	3202	1
119	3209	1
119	3232	1
119	3375	1
119	3417	1
119	3432	1
119	3433	1
119	3453	1
119	3514	1
119	3598	1
119	3646	1
119	3768	1
119	3794	1
119	4033	1
119	4098	1
119	4113	1
119	4196	1
119	4254	1
119	4401	1
119	4419	1
119	4454	1
119	4553	1
119	4554	1
119	4575	1
119	4915	1
119	4946	1
119	5008	1
119	11284	1
119	5449	1
119	7105	1
119	7188	1
119	7397	1
119	7401	1
119	7456	1
119	7949	1
119	8228	1
119	8437	1
119	11943	1
119	11985	1
119	9334	1
119	9547	1
119	9661	1
120	167	1
120	278	1
120	453	1
120	880	1
120	2026	1
120	2113	1
120	2305	1
120	2306	1
120	2308	1
120	2373	1
120	2376	1
120	2377	1
120	2378	1
120	2631	1
120	2820	1
120	2911	1
120	2973	1
120	2974	1
120	3087	1
120	3209	1
120	3232	1
120	3360	1
120	3375	1
120	3432	1
120	3433	1
120	3453	1
120	4033	1
120	4401	1
120	4575	1
120	4586	1
120	5040	1
120	11649	1
120	7397	1
120	7401	1
120	9334	1
120	9604	1
120	9661	1
121	579	1
121	1622	1
121	2026	1
121	3453	1
121	11477	1
121	6135	1
121	6281	1
121	6336	1
121	7148	1
121	8372	1
121	11940	1
122	3088	1
122	3384	1
122	3387	1
122	3437	1
122	3468	1
122	6858	1
122	7202	1
122	8233	1
122	9508	1
123	212	1
123	338	1
123	10327	1
123	806	1
123	915	1
123	963	1
123	982	1
123	1124	1
123	1684	1
123	1744	1
123	1767	1
123	1848	1
123	10592	1
123	2650	1
123	2794	1
123	2850	1
123	2903	1
123	10819	1
123	3327	1
123	10846	1
123	3419	1
123	3426	1
123	10858	1
123	3484	1
123	3487	1
123	3508	1
123	3515	1
123	3761	1
123	4021	1
123	4118	1
123	4192	1
123	4395	1
123	4422	1
123	4744	1
123	11138	1
123	11179	1
123	4961	1
123	5074	1
123	5207	1
123	5398	1
123	5528	1
123	6064	1
123	6318	1
123	11592	1
123	6407	1
123	6760	1
123	6815	1
123	6845	1
123	6928	1
123	7987	1
123	8142	1
123	8152	1
123	8168	1
123	8233	1
123	8326	1
123	8514	1
123	8549	1
123	8669	1
123	11936	1
123	12089	1
123	12090	1
123	12091	1
123	9324	1
124	833	1
124	3019	1
124	6773	1
125	817	1
125	2003	1
125	10850	1
125	3744	1
125	11993	1
125	12092	1
126	10323	1
126	1799	1
126	2577	1
126	3548	1
126	3686	1
126	3823	1
126	4078	1
126	4554	1
126	5830	1
126	7406	1
126	8347	1
127	10261	1
127	5406	1
127	6867	1
127	12011	1
128	258	1
128	1030	1
128	1069	1
128	1852	1
128	1945	1
128	2065	1
128	2066	1
128	2280	1
128	2482	1
128	3041	1
128	3046	1
128	3134	1
128	10799	1
128	3316	1
128	3393	1
128	3404	1
128	3482	1
128	3483	1
128	10866	1
128	3520	1
128	10925	1
128	3859	1
128	3923	1
128	3957	1
128	4010	1
128	4129	1
128	4630	1
128	4803	1
128	11138	1
128	11236	1
128	5071	1
128	5230	1
128	5419	1
128	6095	1
128	6507	1
128	6639	1
128	11726	1
128	7142	1
128	7170	1
128	11817	1
128	8166	1
128	12071	1
128	8805	1
128	12093	1
128	11951	1
128	9099	1
128	9547	1
128	9738	1
128	9759	1
129	2097	1
129	2158	1
129	2999	1
129	3969	1
129	4507	1
129	4589	1
129	11052	1
129	8334	1
129	12094	1
130	932	1
130	2770	1
130	3424	1
130	3494	1
130	3688	1
130	5530	1
130	8535	1
131	234	1
131	712	1
131	745	1
131	1614	1
131	2789	1
131	2857	1
131	3299	1
131	3644	1
131	3778	1
131	4074	1
131	11004	1
131	4556	1
131	4638	1
132	4081	1
132	8192	1
133	1439	1
133	1959	1
133	3488	1
134	10279	1
134	1414	1
134	1718	1
134	2103	1
134	2269	1
134	10652	1
134	10692	1
134	2663	1
134	3027	1
134	4025	1
134	4780	1
134	6771	1
134	7447	1
134	12095	1
134	9759	1
135	357	1
135	388	1
135	389	1
135	698	1
135	876	1
135	2139	1
135	3201	1
135	3277	1
135	3360	1
135	3514	1
135	4237	1
135	4814	1
135	5434	1
135	11475	1
135	11674	1
135	7433	1
135	8990	1
135	9432	1
136	2139	1
136	3922	1
136	9547	1
137	583	1
137	1767	1
137	2263	1
137	2281	1
137	2292	1
137	2555	1
137	2556	1
137	2557	1
137	2680	1
137	2783	1
137	2975	1
137	3046	1
137	4088	1
137	4308	1
137	5444	1
137	7651	1
137	8991	1
137	11956	1
137	9669	1
138	202	1
138	415	1
138	2967	1
138	4592	1
138	4639	1
138	7467	1
138	11794	1
139	268	1
139	1246	1
139	1959	1
139	2368	1
139	7697	1
139	8042	1
139	9213	1
140	1620	1
140	1700	1
140	1735	1
140	1800	1
140	3688	1
140	5277	1
140	5796	1
141	10799	1
141	4300	1
141	11469	1
141	6850	1
141	11804	1
141	11919	1
142	177	1
142	10295	1
142	730	1
142	10546	1
142	3201	1
142	6765	1
143	7683	1
143	8544	1
144	1579	1
145	148	1
145	178	1
145	348	1
145	507	1
145	532	1
145	647	1
145	928	1
145	967	1
145	1212	1
145	1219	1
145	1443	1
145	1959	1
145	2823	1
145	3377	1
145	3488	1
145	3886	1
145	4194	1
145	4270	1
145	11026	1
145	5327	1
145	6454	1
145	7122	1
145	8003	1
145	8142	1
145	12098	1
145	8836	1
145	11983	1
145	9395	1
145	9777	1
147	6861	1
148	2062	1
148	10799	1
148	4377	1
148	6756	1
148	6850	1
148	6990	1
148	11804	1
148	9529	1
149	1672	1
149	1831	1
150	827	1
150	3396	1
150	3869	1
150	3898	1
150	4293	1
150	4459	1
150	9055	1
150	9227	1
150	9309	1
151	8276	1
151	9435	1
152	2020	1
152	3019	1
152	3651	1
152	11632	1
152	8824	1
153	1422	1
153	1569	1
153	3437	1
153	3483	1
153	3839	1
153	4916	1
153	12099	1
153	6890	1
153	8595	1
154	4788	1
155	290	1
155	995	1
155	2513	1
155	10712	1
155	2650	1
155	3943	1
155	4113	1
155	4267	1
155	11016	1
155	4876	1
155	5037	1
155	6323	1
155	6429	1
155	6584	1
155	8709	1
155	9448	1
155	9738	1
156	11793	1
157	6754	1
158	239	1
158	10418	1
158	1212	1
158	1247	1
158	1362	1
158	1559	1
158	1619	1
158	1694	1
158	1712	1
158	1714	1
158	2054	1
158	2170	1
158	2202	1
158	2397	1
158	2467	1
158	2606	1
158	2627	1
158	2636	1
158	2710	1
158	2764	1
158	2842	1
158	2950	1
158	3257	1
158	3488	1
158	3859	1
158	10965	1
158	5169	1
158	6539	1
158	11724	1
158	12101	1
158	8756	1
158	9201	1
158	9223	1
159	178	1
159	282	1
159	1364	1
159	1868	1
159	2311	1
159	2402	1
159	3029	1
159	3215	1
159	3267	1
159	3656	1
159	3859	1
159	4009	1
159	4058	1
159	4577	1
159	4798	1
159	5117	1
159	5349	1
159	5685	1
159	7891	1
159	8258	1
159	11924	1
159	8975	1
159	9604	1
159	9768	1
159	9770	1
160	177	1
160	10295	1
160	3203	1
160	5015	1
161	4104	1
161	11983	1
162	454	1
162	561	1
162	10351	1
162	1953	1
162	2492	1
162	12102	1
162	12103	1
162	2704	1
162	3772	1
162	5235	1
162	6711	1
163	268	1
163	10363	1
163	1230	1
163	1397	1
163	1588	1
163	2056	1
163	10625	1
163	10738	1
163	3305	1
163	10839	1
163	3388	1
163	10884	1
163	3784	1
163	3804	1
163	4194	1
163	11081	1
163	4907	1
163	5086	1
163	5234	1
163	5588	1
163	5868	1
163	5991	1
163	6024	1
163	6835	1
163	6964	1
163	7174	1
163	7252	1
163	7460	1
163	7547	1
163	8890	1
163	9234	1
163	9290	1
163	9369	1
164	1501	1
164	8645	1
166	286	1
166	414	1
166	1253	1
166	1311	1
166	1321	1
166	1807	1
166	2576	1
166	2910	1
166	10787	1
166	3506	1
166	3925	1
166	11015	1
166	11024	1
166	4552	1
166	6739	1
166	6882	1
166	8442	1
166	12077	1
166	9769	1
167	453	1
167	880	1
167	2026	1
167	2305	1
167	2308	1
167	2373	1
167	2376	1
167	2377	1
167	2631	1
167	2820	1
167	2911	1
167	2973	1
167	3019	1
167	3087	1
167	3209	1
167	3232	1
167	3375	1
167	3432	1
167	3433	1
167	3453	1
167	4033	1
167	4401	1
167	4575	1
167	4586	1
167	11401	1
167	5915	1
167	6222	1
167	11590	1
167	11701	1
167	6982	1
167	7401	1
167	7581	1
167	7901	1
167	9334	1
167	9661	1
168	478	1
168	2839	1
168	3466	1
168	4081	1
168	6346	1
168	8781	1
168	11949	1
169	239	1
169	1048	1
169	1244	1
169	1707	1
169	2473	1
169	2688	1
169	2895	1
169	3488	1
169	8166	1
169	9201	1
170	441	1
170	1320	1
170	1510	1
170	10588	1
170	2072	1
170	10662	1
170	2536	1
170	2674	1
170	3645	1
170	4071	1
170	4349	1
170	4377	1
170	4579	1
170	6356	1
170	6555	1
170	6740	1
170	7199	1
170	7270	1
170	12104	1
170	7772	1
170	8505	1
170	8835	1
170	9231	1
170	9426	1
170	9682	1
171	1044	1
171	1868	1
171	2832	1
171	3384	1
171	3859	1
171	5741	1
171	5857	1
171	6287	1
171	7689	1
171	9529	1
171	9739	1
172	2576	1
172	5192	1
172	7584	1
172	9575	1
173	5488	1
174	10261	1
174	10842	1
174	7625	1
174	9256	1
175	6078	1
176	3250	1
176	4230	1
176	7464	1
176	7931	1
177	12105	1
177	525	1
177	543	1
177	599	1
177	733	1
177	826	1
177	906	1
177	979	1
177	1012	1
177	1016	1
177	1166	1
177	1336	1
177	1355	1
177	1512	1
177	1573	1
177	1673	1
177	1674	1
177	1800	1
177	1934	1
177	2186	1
177	2205	1
177	2219	1
177	2332	1
177	2397	1
177	2409	1
177	2737	1
177	2751	1
177	2773	1
177	2848	1
177	2977	1
177	3478	1
177	3510	1
177	3618	1
177	3845	1
177	3846	1
177	3929	1
177	4096	1
177	4212	1
177	4237	1
177	4254	1
177	4257	1
177	4351	1
177	4467	1
177	11029	1
177	4877	1
177	11205	1
177	5418	1
177	5515	1
177	5559	1
177	5566	1
177	5605	1
177	11481	1
177	5840	1
177	5908	1
177	5944	1
177	5969	1
177	6173	1
177	11590	1
177	6635	1
177	6705	1
177	6710	1
177	6714	1
177	6727	1
177	6837	1
177	6885	1
177	6922	1
177	7031	1
177	7178	1
177	7396	1
177	7723	1
177	7793	1
177	7871	1
177	7884	1
177	8377	1
177	12106	1
177	11903	1
177	12101	1
177	8849	1
177	9103	1
177	9410	1
177	9612	1
178	189	1
178	256	1
178	383	1
178	398	1
178	521	1
178	547	1
178	10339	1
178	575	1
178	10380	1
178	800	1
178	10399	1
178	878	1
178	10436	1
178	1041	1
178	1061	1
178	1094	1
178	1127	1
178	1168	1
178	1209	1
178	1250	1
178	10493	1
178	1320	1
178	1321	1
178	1402	1
178	1510	1
178	1666	1
178	1667	1
178	1813	1
178	1820	1
178	1868	1
178	1934	1
178	10650	1
178	2501	1
178	2530	1
178	2531	1
178	10697	1
178	2928	1
178	2954	1
178	10758	1
178	10760	1
178	2985	1
178	2986	1
178	3004	1
178	3072	1
178	10830	1
178	10833	1
178	3447	1
178	3453	1
178	3662	1
178	12107	1
178	3749	1
178	3778	1
178	3795	1
178	10925	1
178	10941	1
178	3993	1
178	4016	1
178	4051	1
178	4092	1
178	4279	1
178	4293	1
178	4307	1
178	4347	1
178	4370	1
178	4536	1
178	4625	1
178	4660	1
178	4739	1
178	4803	1
178	11114	1
178	4818	1
178	4841	1
178	4876	1
178	4982	1
178	5020	1
178	5038	1
178	5086	1
178	5102	1
178	5375	1
178	11398	1
178	11408	1
178	5488	1
178	5530	1
178	5744	1
178	5822	1
178	5830	1
178	5857	1
178	5915	1
178	6122	1
178	6136	1
178	6137	1
178	6147	1
178	6158	1
178	6184	1
178	6190	1
178	6214	1
178	6263	1
178	6292	1
178	6356	1
178	6371	1
178	11631	1
178	6558	1
178	6680	1
178	6730	1
178	6818	1
178	6880	1
178	6902	1
178	6907	1
178	6959	1
178	6990	1
178	7064	1
178	7092	1
178	11724	1
178	7131	1
178	7517	1
178	7859	1
178	7958	1
178	8105	1
178	8171	1
178	8210	1
178	8297	1
178	12106	1
178	8443	1
178	8447	1
178	8457	1
178	8602	1
178	8691	1
178	8705	1
178	8709	1
178	8769	1
178	8807	1
178	9035	1
178	9056	1
178	9103	1
178	9145	1
178	11974	1
178	9239	1
178	9277	1
178	9382	1
178	9544	1
178	9546	1
178	12108	1
178	12025	1
179	10941	1
180	3429	1
181	430	1
181	653	1
181	917	1
181	1935	1
181	2032	1
181	2181	1
181	2228	1
181	2643	1
181	2838	1
181	2852	1
181	3268	1
181	3428	1
181	3434	1
181	3460	1
181	3463	1
181	3470	1
181	3481	1
181	3730	1
181	3854	1
181	3922	1
181	4378	1
181	4765	1
181	5853	1
181	6303	1
181	6402	1
181	11649	1
181	12109	1
181	7486	1
181	7730	1
181	7738	1
181	7875	1
181	7944	1
181	8193	1
181	8651	1
181	9506	1
182	388	1
182	485	1
182	648	1
182	1408	1
182	1454	1
182	1773	1
182	2130	1
182	2228	1
182	3444	1
182	3509	1
182	4243	1
182	4722	1
182	4893	1
182	7170	1
182	7433	1
183	1210	1
183	2526	1
183	8544	1
184	2315	1
185	676	1
185	2712	1
185	3035	1
186	357	1
187	628	1
187	3035	1
187	7188	1
187	9435	1
188	1510	1
188	3128	1
188	3490	1
188	3645	1
188	4134	1
188	4377	1
188	5336	1
188	8205	1
188	8835	1
188	9231	1
188	9433	1
189	10367	1
189	1668	1
189	1669	1
189	1730	1
189	2716	1
189	3201	1
189	3211	1
189	3412	1
189	3506	1
189	11130	1
189	11260	1
189	12110	1
189	7109	1
189	8258	1
189	9142	1
190	10278	1
190	758	1
190	852	1
190	2650	1
190	3532	1
190	4863	1
190	6108	1
190	6164	1
190	9359	1
191	211	1
191	1131	1
191	1925	1
191	2190	1
191	2789	1
191	4521	1
191	5553	1
191	11497	1
191	8165	1
192	1212	1
192	1959	1
192	2368	1
192	3488	1
192	4556	1
192	8836	1
193	357	1
194	11339	1
194	8535	1
194	9687	1
195	1608	1
195	3943	1
196	10436	1
196	1588	1
196	2187	1
196	2282	1
196	3507	1
196	4027	1
196	10961	1
196	11083	1
196	5692	1
196	7352	1
196	7486	1
196	9173	1
199	1362	1
199	1437	1
199	1559	1
199	2202	1
200	10341	1
200	5217	1
201	3072	1
201	3073	1
201	3932	1
201	4504	1
201	5279	1
201	6262	1
201	6324	1
201	6744	1
201	11657	1
201	6789	1
201	7049	1
202	607	1
202	833	1
202	10416	1
202	10425	1
202	1365	1
202	1457	1
202	1569	1
202	1703	1
202	1934	1
202	10618	1
202	2219	1
202	2352	1
202	2998	1
202	10925	1
202	3862	1
202	3876	1
202	3943	1
202	4013	1
202	4174	1
202	4222	1
202	4419	1
202	11053	1
202	5055	1
202	5171	1
202	5408	1
202	5589	1
202	6159	1
202	11561	1
202	6773	1
202	6872	1
202	11701	1
202	11810	1
202	11844	1
202	7989	1
202	8142	1
202	8437	1
202	8676	1
202	11928	1
202	11985	1
202	12016	1
202	9770	1
203	1332	1
203	1559	1
203	1712	1
203	1721	1
203	10619	1
203	2577	1
203	3171	1
203	3264	1
203	3791	1
203	11009	1
203	11010	1
203	12111	1
203	6770	1
204	1959	1
205	1211	1
205	1439	1
205	1959	1
205	2284	1
205	3145	1
205	3488	1
206	3943	1
206	4134	1
206	4362	1
206	6325	1
206	6694	1
206	11724	1
206	7148	1
208	3775	1
208	3794	1
208	4194	1
208	11602	1
208	8357	1
208	8481	1
209	10271	1
209	12113	1
209	1015	1
209	10547	1
209	1868	1
209	1908	1
209	2139	1
209	10738	1
209	3943	1
209	4419	1
209	4678	1
209	11187	1
209	11336	1
209	5371	1
209	6214	1
209	6323	1
209	6539	1
209	6861	1
209	11790	1
209	11951	1
209	9507	1
210	4521	1
210	4600	1
210	4663	1
210	6773	1
210	7500	1
210	7501	1
210	7502	1
211	421	1
211	673	1
211	1212	1
211	1437	1
211	1513	1
211	1559	1
211	1694	1
211	1712	1
211	1934	1
211	2233	1
211	2348	1
211	2671	1
211	3281	1
211	10855	1
211	3791	1
211	3995	1
211	4067	1
211	10965	1
211	4129	1
211	4545	1
211	4638	1
211	5266	1
211	6113	1
211	6983	1
211	11895	1
211	9043	1
211	9349	1
212	514	1
212	628	1
212	1212	1
212	1538	1
212	1559	1
212	1694	1
212	1712	1
212	2650	1
212	2842	1
212	3506	1
212	3760	1
212	3775	1
212	3929	1
212	10965	1
212	4788	1
212	5553	1
212	6256	1
212	6346	1
212	6644	1
212	7016	1
212	8300	1
212	9201	1
213	2789	1
213	7113	1
214	8882	1
215	2513	1
216	3490	1
217	4597	1
217	7070	1
217	8006	1
217	8215	1
218	4098	1
218	5553	1
219	568	1
219	1038	1
219	1346	1
219	1608	1
219	2045	1
219	2092	1
219	2240	1
219	2680	1
219	2870	1
219	3038	1
219	4129	1
219	4259	1
219	4289	1
219	4629	1
219	11217	1
219	5455	1
219	6282	1
219	11714	1
219	7257	1
219	7538	1
219	8147	1
219	8195	1
219	8413	1
219	9145	1
220	3406	1
221	2611	1
221	2901	1
221	3181	1
221	3182	1
221	4881	1
221	7338	1
221	7480	1
221	8968	1
221	9719	1
222	2896	1
222	3298	1
223	11786	1
224	3201	1
225	2520	1
225	4334	1
226	3377	1
226	9321	1
226	9643	1
227	1203	1
228	2353	1
228	2969	1
228	3610	1
228	4876	1
229	555	1
229	2309	1
229	10647	1
229	3382	1
229	3539	1
229	4013	1
230	3404	1
232	1127	1
232	1569	1
232	2054	1
232	3859	1
232	3919	1
232	3965	1
232	4016	1
232	6090	1
232	6607	1
232	6969	1
232	7683	1
232	8064	1
232	9566	1
233	353	1
233	532	1
233	2092	1
233	2284	1
233	2307	1
233	5418	1
233	5661	1
233	6764	1
233	7019	1
233	8009	1
233	9593	1
234	310	1
234	353	1
234	486	1
234	647	1
234	10367	1
234	869	1
234	1095	1
234	1140	1
234	1365	1
234	1463	1
234	1513	1
234	1682	1
234	1930	1
234	2075	1
234	2284	1
234	2322	1
234	10712	1
234	2730	1
234	2782	1
234	2830	1
234	2967	1
234	10770	1
234	3203	1
234	3301	1
234	3404	1
234	3488	1
234	10925	1
234	3859	1
234	3965	1
234	4013	1
234	4199	1
234	4459	1
234	4542	1
234	4733	1
234	11114	1
234	11117	1
234	5557	1
234	11452	1
234	11461	1
234	5857	1
234	5864	1
234	6028	1
234	11522	1
234	11526	1
234	6069	1
234	6099	1
234	11561	1
234	6312	1
234	11591	1
234	11594	1
234	11617	1
234	6557	1
234	6627	1
234	6773	1
234	6836	1
234	6875	1
234	6880	1
234	6907	1
234	6922	1
234	6998	1
234	7047	1
234	7069	1
234	7331	1
234	11776	1
234	7507	1
234	7562	1
234	7623	1
234	7737	1
234	7757	1
234	7809	1
234	7886	1
234	7998	1
234	8046	1
234	8064	1
234	11924	1
234	8676	1
234	8771	1
234	8879	1
234	9055	1
234	9322	1
234	9453	1
235	2789	1
235	3963	1
235	5744	1
235	7188	1
235	8622	1
236	628	1
236	3522	1
236	3869	1
237	796	1
237	6099	1
237	6500	1
237	6818	1
237	11924	1
237	11974	1
238	558	1
238	964	1
238	10927	1
238	10930	1
238	3937	1
238	4031	1
238	6078	1
239	406	1
239	562	1
239	577	1
239	705	1
239	1212	1
239	1331	1
239	1357	1
239	1362	1
239	1368	1
239	1507	1
239	1837	1
239	2348	1
239	2368	1
239	2512	1
239	2514	1
239	3168	1
239	10823	1
239	3424	1
239	3438	1
239	3488	1
239	3494	1
239	3758	1
239	3781	1
239	10928	1
239	4104	1
239	4273	1
239	4447	1
239	4461	1
239	5410	1
239	5763	1
239	6630	1
239	6644	1
239	6766	1
239	11693	1
239	6926	1
239	6993	1
239	7652	1
239	7680	1
239	7883	1
239	7972	1
239	8314	1
239	8397	1
239	12114	1
239	9137	1
239	9286	1
239	9326	1
239	9464	1
239	12016	1
240	10833	1
240	4887	1
240	6274	1
241	1020	1
241	3019	1
241	3788	1
241	3937	1
241	5741	1
241	8029	1
242	2842	1
242	2861	1
242	6787	1
244	459	1
244	1809	1
244	11006	1
244	11697	1
245	3088	1
245	3468	1
246	3201	1
248	357	1
248	10850	1
248	4334	1
248	4460	1
248	4554	1
248	5384	1
248	7654	1
248	8981	1
249	7935	1
249	8532	1
250	3450	1
250	3514	1
250	3762	1
250	4098	1
250	4419	1
250	4621	1
250	4915	1
250	4946	1
250	5008	1
250	5216	1
250	5449	1
250	7730	1
250	7944	1
250	11943	1
250	9372	1
251	2770	1
251	3252	1
251	3621	1
251	3628	1
251	3839	1
251	8391	1
252	509	1
252	796	1
252	3377	1
252	4028	1
252	5077	1
252	6723	1
253	2411	1
253	2698	1
253	4402	1
253	11111	1
253	6349	1
253	6752	1
254	478	1
254	681	1
254	1538	1
254	2049	1
254	2389	1
254	10712	1
254	2831	1
254	3477	1
254	4042	1
254	4607	1
254	4916	1
254	8781	1
254	9496	1
255	3035	1
255	3778	1
256	1021	1
256	1414	1
